project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,tenant_name,project_url,design_name,design_address,design_phone
Fur-Bae Dog Salon,TABS2025014977,Lake Ridge Center,"7501 Lake Ridge Pkwy, Grand Prairie, TX 75054",Dallas,4/1/2025,8/1/2025,"$225,000",New Construction,"This project is privately funded, on private land for private use.",shopping center,"1,483 ft 2",JC & YH PROPERTY LLC,"2625 OLD DENTON RD CARROLLTON, TEXAS 7500 STE 404A, Carrollton, Texas 75007",(214) 597-5298,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014977,,,
Bodyrok,TABS2025014976,3839 McKinney Avenue,"3839 McKinney Avenue Suite 150, Dallas, TX 75204",Dallas,5/1/2025,8/31/2025,"$398,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior finish out,"1,847 ft 2",WV II L.P. a Texas limited partnership,"3699 McKinney Avenue Suite 221, Dallas, Texas 75204",214-454-3787,Jake Irion,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014976,Coeval Studio,"2005 Farrington Street, Dallas, Texas 75207",214-931-4097
Gigabit Fiber - Suite 200,TABS2025014959,400 South Akard Street,"400 South Akard Street Basement 1, Suite 200, Dallas, TX 75202",Dallas,4/1/2025,6/13/2025,"$230,053",Renovation/Alteration,"This project is privately funded, on private land for private use.",remodel existing space,"5,862 ft 2",DB Data Center Dallas,"400 S. Akard St., Dallas, Texas 75202",(214) 720-2266,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014959,Jones Commercial Interiors,"3900 Willow Street Suite 150, Dallas, Texas 75226",(972) 690-3400
1313 Main Bar,TABS2025014953,The Drakestone,"1313 Main Street, Dallas, TX 75202",Dallas,5/1/2025,12/30/2025,"$2,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Type 1-A 6,420 s/f Basement renovation with connecting stair to Level 1 street entrance vestibule. Interior finish-out of a HiFi listening bar. Minor replacement of entrance door with new signage (Level 1, 450 s/f). No sitework to be performed. ","6,870 ft 2","Davis 1309 Main, LLC","1615 Main Street, Dallas, Texas 75201",(708) 308-4197,Jonathn Merla,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014953,5G Studio Collaborative LLC,"1217 Main Street, Suite 500, Dallas, Texas 75202",(214) 670-0050
UTSW J2 Lab Renovation,TABS2025014924,"UT Southwestern Medical Center, Harry S. Moss Clinical Science Building","5323 Harry Hines Blvd., Dallas, TX 75390",Dallas,8/15/2025,2/15/2026,"$650,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovation of existing lab spaces into tissue culture room, open lab and PI office.","5,000 ft 2",UT Southwestern Medical Center,"5323 Harry Hines Blvd., Dallas, Texas 75390",(214) 649-8463,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014924,"GUIDE Architecture, Inc.","1108 Quaker Street Suite 130, Dallas, Texas 75207",(817) 366-2360
Alterations - Miller Westby,TABS2025014916,Hillside Village Shopping Center,"6465 E Mockingbird Lane, Suite 318, Dallas, TX 75214",Dallas,4/15/2025,7/1/2025,"$50,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Alterations to an existing retail suite. The final configuration will include a general retail sales area, fitting room(s), toilet facilities and related elements, and lease space support areas.  ","1,932 ft 2",HILLSIDE VILLAGE PROPERTY LP,"8080 Park Lane, Suite 600, Dallas, Texas 75231",(469) 501-2291,Michelle Cummings,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014916,Erik Larsen Architects,"623 Sorita Circle, Dallas, Texas 75032",(972) 322-2138
Universal DX Lab Modification,TABS2025014914,BridgeLabs,"3020 Pegasus Park, Suite 140, Dallas, TX 75247",Dallas,4/15/2025,8/30/2025,"$200,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Modification to an existing 1,000 sf laboratory space.","1,000 ft 2","Bridge Labs Dallas, LLC","3020 Pegasus Park, Dallas, Texas 75247",(815) 557-3536,Nick Metrakos,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014914,Perkins & Will,"1001 McKinney Street, Suite 1900, Houston, Texas 77025",713-366-4006
24346-Lovett Industrial - Mesquite Spec Office,TABS2025014907,Mesquite Bldg,"Mariposa Dr, Mesquite, TX 75150",Dallas,9/1/2025,12/20/2025,"$575,000",New Construction,"This project is privately funded, on private land for private use.",New Spec Office,"3,801 ft 2",LOVETT INDUSTRIAL,"401 Frankin Street, Houston, Texas 77002",(712) 212-1560,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014907,"Meinhardt & Associates Architects, P.L.L.C.","14643 Dallas Parkway, Dallas, Texas 75254",(972) 980-8980
Dallas Texas Consultants,TABS2025014886,Meadow Central,"10300 N. Central Expy. Suite 550, Dallas, TX 75231",Dallas,3/31/2025,5/31/2025,"$150,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Interior Tenant Finish Out,"2,828 ft 2",Bradford Commercial,"10440 N. Central Expy. Suite 1150, Dallas, Texas 75231",(469) 576-6957,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014886,DRAWbridge,"2650 FM 407E Suite 145, #149, Bartonville, Texas 76226",(214) 395-2375
Magnolia OBGYN,TABS2025014876,3900 Junius,"3900 Junius Street, Dallas, Texas 75246, Dallas, TX 78728",Dallas,4/30/2025,7/31/2025,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Conversion of existing Dermatology Practice into an OBGYN Practice.,"6,155 ft 2",Healthcare Realty,"3900 Junius Street Suite 640, Dallas, Texas 78524",(469) 617-0657,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014876,Studio Indigo Design LLC,"14205 N. Mopac Expressway Suite 100B, Austin, Texas 78728",(865) 228-7440
MCMC SPD Renovation,TABS2025014873,Methodist Charlton Medical Center,"3500 W Wheatland Road, Dallas, TX 75237",Dallas,4/1/2025,12/1/2025,"$3,720,046",Renovation/Alteration,"This project is privately funded, on private land for private use.",Replace sterile processing equipment and upgrade finishes,"1,245 ft 2",Methodist Health System,"1441 N Beckley Avenue, Dallas, Texas 75203",(469) 204-6706,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014873,Guide Architecture,"1108 Quaker Street Suite 130, Dallas, Texas 75207",(682) 241-6339
EMC FAMILY CHURCH REMODEL,TABS2025014870,EMC FAMILY CHURCH,"314 SOUTH HAMPTON ROAD, De Soto, TX 75115",Dallas,4/15/2025,8/15/2025,"$100,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",REMODEL EXISTING 2400 SF CHIROPRACTOR'S OFFICE BUILDING FOR CHURCH USE ...,"2,400 ft 2",EMC FAMILY CHURCH,"314 SOUTH HAMPTON ROAD, DESOTO, Texas 75115",(682) 406-4506,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014870,OLT CONSULTANTS ...,"920 MELLVILLE DRIVE, PLANO, Texas 75075",(469) 233-4346
HTPN St Philips FMC,TABS2025014867,1632 MLK Junior Blvd,"1632 Martin Luther King Jr Blvd Suite 300, Dallas, TX 75215",Dallas,4/1/2025,8/15/2025,"$1,136,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation to existing suites to combine into one suite,"7,000 ft 2",1632 MLK LLC,"1600 Pennsylvania Ave C/o St Philips School and Community Center, Dallas, Texas 75215",(214) 850-4087,Kim Girard,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014867,Schwabauer Design,"1600 N Collins Blvd Suite 1900, Richardson, Texas 75080",(469) 804-2400
Torrington Briarwood,TABS2025014865,n/a,"23701 IG 635, Mesquite, TX 75149",Dallas,8/8/2025,12/18/2026,"$798,000",New Construction,"This project is privately funded, on private land for private use.","Integrated Type VA 6,209 SF indoor amenity located in Building ""A"" with outdoor amenities including a pool and pool deck. 3.","6,209 ft 2",JPI,"9001 Cypress Waters Blvd., Suite 2A, Dallas, Texas 75019",972-556-8948,,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2025014865,"The Preston Partnership, LLC","115 Perimeter Center Place So Terraces, Ste 1000, Atlanta, Georgia 30346",770-481-5119
