project_name,project_number,facility_name,location_address,location_county,start_date,completion_date,est_cost,work_type,fund_type,scope,sq_ft,own_name,own_address,own_phone,project_url,tenant_name,design_name,design_address,design_phone
Celestica - CRT1,TABS2026017440,Celestica,"2811 Telecom Pkwy, Richardson, TX 75081",Dallas,5/1/2026,12/31/2026,"$25,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Renovation of existing 286,000 SF advanced manufacturing facility","286,000 ft 2","HIG/DSP Richardson Owner, LLC.","350 Hubbard St. Suite 605, Chicago, Illinois 60654",(312) 242-1894,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017440,Jon Hamilton,"Ryan A+E, Inc.","533 S 3rd St Suite 100, Minneapolis, Minnesota 55415",612-492-4000
Renovation of Park and Recreation Center Facilities,TABS2026017436,Kiest Park Recreation Center,"3080 S. Hampton Rd, Dallas, TX 75224",Dallas,9/1/2026,6/30/2027,"$1,180,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Exterior courtyard enhancements.  Interior lobby, kitchen and restroom renovations, convert handball court to exercise room.  Area of interior renovation approx. 7,500 sf.","7,500 ft 2",Dallas Park and Recreation,"1500 Marilla Street, Suite 6FN, Dallas, Texas 75201",214-670-1805,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017436,,Grace Design Studios,"200 Bailey Avenue, Suite 200, Fort Worth, Texas 76107",8-17--91--5928
2nd Street USA - Firewheel Town Center,TABS2026017431,Firewheel Town Center,"155 Cedar Sage Drive Space D11, Garland, TX 75040",Dallas,9/17/2026,12/29/2026,"$450,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",INTERIOR TENANT FIT-OUT ALTERATION ,"3,274 ft 2","SIMON PROPERTY GROUP (TEXAS), L.P","PO Box 6120 MS11C, Indianapolis, Indiana 46204",(972) 358-3365,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017431,Daiki Ishimura,"TPG Architecture, LLP","132 West 31st Street, New York, New York 10001",(212) 536-5089
Renovation of Park and Recreation Center Facilities,TABS2026017428,Tommie M. Allen Recreation Center,"7071 Bonnie View Rd, Dallas, TX 75241",Dallas,9/1/2026,6/30/2027,"$540,000",Renovation/Alteration,"This project involves public funds, public land, or is a Federally funded roadway project.","Renovate existing kitchen and add wall protection in chair storage area.  Area of interior renovation approx. 1,100 sf.","1,100 ft 2",Dallas Park and Recreation,"1500 Marilla Street, Suite 6FN, Dallas, Texas 75201",214-670-1805,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017428,,Grace Design Studios,"200 Bailey Avenue, Suite 200, Fort Worth, Texas 76107",8-17--91--5928
On Partners,TABS2026017427,Meadows Buidling,"5646 Milton Strett, Suite 895, Dallas, TX 75206",Dallas,4/17/2026,6/22/2026,"$290,270",Renovation/Alteration,"This project is privately funded, on private land for private use.","3,309 SF of tenant improvement.","3,309 ft 2","US Energy Square, LLC","6688 N Central Expressway, Suite 350, Dallas, Texas 75206",(312) 795-1800,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017427,,Entos Design,"5400 LBJ Freeway, Suite 125, Dallas, Texas 75240",(972) 770-2222
DAL3_PADDC,TABS2026017413,DAL3_PADDC,"1301 Chalk Hill Rd., Dallas, TX 75212",Dallas,6/1/2026,8/1/2026,"$25,000,000",New Construction,"This project is privately funded, on private land for private use.","Proposed drone paddock including fenced outdoor area with drone pads, shade canopies, a modular office, and associated site and electrical improvements. ","21,557 ft 2","Commerce 30 Building C, Inc.","3102 Oak Lawn Ave., Suite 540, Dallas, Texas 75219",(469) 965-3350,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017413,,"PDMS Design Group, Inc","2225 E. Randol Mill Rd., Arlington, Texas 76011",817-701-4807
Ares Management - Phase 1,TABS2026017401,The Link At Uptown,"2601 Olive Street Suite 2, Dallas, TX 75201",Dallas,4/20/2026,6/1/2026,"$75,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Renovation of an existing tenant space. ,"3,070 ft 2",Cousins 2601 Olive LLC,"5950 Sherry Lane, Suite 110, Dallas, Texas 75225",(214) 530-0253,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017401,,BOKA Powell,"8080 Park Lane Suite 800, Dallas, Texas 75231",(972) 701-9000
5639 Bell Retail,TABS2026017400,5639 Bell,"5639 Bell, Dallas, TX 75214",Dallas,6/15/2026,12/15/2026,"$250,000",New Construction,"This project is privately funded, on private land for private use.","Construct a new 1780 SF retail building with work consisting of Civil, Strrtuctural, Architectural and MEPt ","1,780 ft 2","Bell Avenue Holdings, LLC","2622 Commerce, Dallas, Texas 75226",(214) 217-4306,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017400,,"Dean Dekker, Architect","6722 Northport, Dallas, Texas 75230",(214) 549-4747
Susiecakes,TABS2026017399,Dallas West Village,"3699 Mckinney Avenue suite 318, Dallas, TX 75204",Dallas,7/7/2026,9/7/2026,"$500,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",The project is an internal remodel of an existing space to a retail takeout bakery.,"1,156 ft 2",West Village 2004 LLP,"5625 Village Glen Drive Suite 200, Dallas, Texas 75206",(214) 220-4911,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017399,Houston Striggow,John Clarke architects,"4000 Bridgeway Suite 304, Sausalito, California 94965",415-332-1122
Meadows Multifamily Renovation,TABS2026017396,The Meadow,"8130 Meadow Road, Dallas, TX 75231",Dallas,5/1/2026,12/31/2026,"$5,000,000",Renovation/Alteration,"This project is privately funded, on private land for private use.","Level 3 alteration of existing I-2 nursing home facility into supportive multifamily housing R-2, 75 units, including common corridors and amenities.","68,785 ft 2",IBORROW 8130 MEADOW OWNER LLC,"2323 ROSS AVENUE SUITE 600 Suite 600, DALLAS, Texas 75201",(214) 953-5931,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017396,,OTJ Architects,"2811 McKinney Avenue, Suite 225, DALLAS, Texas 75204",202) 621-1000
Wonder - Rowlett TX - Tenant Finish Out,TABS2026017392,Wonder,"3802 Lakeview Parkway, Rowlett, TX 75088",Dallas,6/15/2026,8/24/2026,"$950,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",Create a Wonder restaurant inside an existing space,"3,525 ft 2",CCP DC Rowlett 6.25 LP,"8333 Douglas Avenue Suite 1500, Dallas, Texas 75225",(214) 365-4810,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017392,Nate Dunnington,"HFA-AE, LTD","1705 S Walton Blvd. Suite 3, Bentonville, Arkansas 72712",479-360-6683
Dart TI,TABS2026017380,1720 Peachtree St. NW,"2580 w walnut hill lan, Dfw Airport, TX 30309",Dallas,4/17/2026,12/31/2026,"$300,000",Renovation/Alteration,"This project is privately funded, on private land for private use.",tenant fit out - new office and warehouse distribution in and existing building,"505,377 ft 2","DFW Commerce Center IV, LLC","300 Crescent Court suite 1425, dallas, Texas 75201",214.563.2220,https://www.tdlr.texas.gov/TABS/Search/Project/TABS2026017380,,Powers Brown Architecture,"1720 Peachtree St. NW Suite 305, Atlanta, Georgia 30309",(404) 939-3974
